Domain,Technique ID,Technique Name,Sentences
Enterprise,T1082,System Information Discovery,"Bonadan has discovered the OS version, CPU model, and RAM size of the system it has been installed on.[1]"
Enterprise,T1016,System Network Configuration Discovery,Bonadan can find the external IP address of the infected host.[1]
Enterprise,T1033,System Owner/User Discovery,Bonadan has discovered the username of the user running the backdoor.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,SEASHARPEE can execute commands on victims.[1]
Enterprise,T1070,Indicator Removal on Host: Timestomp,SEASHARPEE can timestomp files on victims using a Web shell.[1]
Enterprise,T1105,Ingress Tool Transfer,SEASHARPEE can download remote files onto victims.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,VaporRage can use HTTP to download shellcode from compromised websites.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,VaporRage can deobfuscate XOR-encoded shellcode prior to execution.[1]
Enterprise,T1105,Ingress Tool Transfer,VaporRage has the ability to download malicious shellcode to compromised systems.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,WinMM uses HTTP for C2.[1]
Enterprise,T1083,File and Directory Discovery,WinMM sets a WH_CBT Windows hook to search for and capture files on the victim.[1]
Enterprise,T1057,Process Discovery,WinMM sets a WH_CBT Windows hook to collect information on process creation.[1]
Enterprise,T1082,System Information Discovery,"WinMM collects the system name, OS version including service pack, and system install date and sends the information to the C2 server.[1]"
Enterprise,T1033,System Owner/User Discovery,"WinMM uses NetUser-GetInfo to identify that it is running under an ""Admin"" account on the local system.[1]"
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,RobbinHood uses cmd.exe on the victim's computer.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,RobbinHood will search for Windows services that are associated with antivirus software on the system and kill the process.[1]
Enterprise,T1070,Indicator Removal on Host: Network Share Connection Removal,RobbinHood disconnects all network shares from the computer with the command net use * /DELETE /Y.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,schtasks is used to schedule tasks on a Windows system to run at a specific date and time.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,schtasks is used to schedule tasks on a Windows system to run at a specific date and time.[1]
Enterprise,T1105,Ingress Tool Transfer,DOGCALL can download and execute additional payloads.[2]
Enterprise,T1056,Input Capture: Keylogging,DOGCALL is capable of logging keystrokes.[1][2]
Enterprise,T1027,Obfuscated Files or Information,DOGCALL is encrypted using single-byte XOR.[2]
Enterprise,T1113,Screen Capture,DOGCALL is capable of capturing screenshots of the victim's machine.[1][2]
Enterprise,T1102,Web Service: Bidirectional Communication,"DOGCALL is capable of leveraging cloud storage APIs such as Cloud, Box, Dropbox, and Yandex for C2.[1][2]"
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Clop can use cmd.exe to help execute commands on the system.[2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Clop has used a simple XOR operation to decrypt strings.[1]
Enterprise,T1083,File and Directory Discovery,Clop has searched folders and subfolders for files to encrypt.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,Clop can uninstall or disable security products.[2]
Enterprise,T1112,Modify Registry,Clop can make modifications to Registry keys.[2]
Enterprise,T1106,Native API,"Clop has used built-in API functions such as WNetOpenEnumW(), WNetEnumResourceW(), WNetCloseEnum(), GetProcAddress(), and VirtualAlloc().[1][2]"
Enterprise,T1027,Obfuscated Files or Information: Software Packing,Clop has been packed to help avoid detection.[1][2]
Enterprise,T1057,Process Discovery,Clop can enumerate all processes on the victim's machine.[1]
Enterprise,T1518,Software Discovery: Security Software Discovery,Clop can search for processes with antivirus and antimalware product names.[1][2]
Enterprise,T1553,Subvert Trust Controls: Code Signing,Clop can use code signing to evade detection.[3]
Enterprise,T1218,System Binary Proxy Execution: Msiexec,Clop can use msiexec.exe to disable security tools on the system.[2]
Enterprise,T1497,Virtualization/Sandbox Evasion: Time Based Evasion,Clop has used the sleep command to avoid sandbox detection.[3]
Enterprise,T1543,Create or Modify System Process: Windows Service,Nerex creates a Registry subkey that registers a new service.[2]
Enterprise,T1105,Ingress Tool Transfer,Nerex creates a backdoor through which remote attackers can download files onto a compromised host.[3]
Enterprise,T1112,Modify Registry,Nerex creates a Registry subkey that registers a new service.[2]
Enterprise,T1553,Subvert Trust Controls: Code Signing,Nerex drops a signed Microsoft DLL to disk.[2]
Enterprise,T1071,Application Layer Protocol: Web Protocols,ShadowPad communicates over HTTP to retrieve a string that is decoded into a C2 server URL.[3]
Enterprise,T1071,Application Layer Protocol: File Transfer Protocols,ShadowPad has used FTP for C2 communications.[3]
Enterprise,T1071,Application Layer Protocol: DNS,ShadowPad has used DNS tunneling for C2 communications.[3]
Enterprise,T1132,Data Encoding: Non-Standard Encoding,ShadowPad has encoded data as readable Latin characters.[2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,ShadowPad has decrypted a binary blob to start execution.[3]
Enterprise,T1070,Indicator Removal on Host,ShadowPad has deleted arbitrary Registry values.[3]
Enterprise,T1105,Ingress Tool Transfer,ShadowPad has downloaded code from a C2 server.[2]
Enterprise,T1112,Modify Registry,ShadowPad maintains a configuration block and virtual file system in the Registry.[3]
Enterprise,T1027,Obfuscated Files or Information,ShadowPad has encrypted a virtual file system and various files.[2]
Enterprise,T1057,Process Discovery,ShadowPad has collected the PID of a malicious process.[3]
Enterprise,T1055,Process Injection,ShadowPad has injected an install module into a newly created process.[3]
Enterprise,T1055,Dynamic-link Library Injection,ShadowPad has injected a DLL into svchost.exe.[3]
Enterprise,T1082,System Information Discovery,"ShadowPad has discovered system information including memory status, CPU frequency, OS versions, and volume serial numbers.[3]"
Enterprise,T1016,System Network Configuration Discovery,ShadowPad has collected the domain name of the victim system.[3]
Enterprise,T1033,System Owner/User Discovery,ShadowPad has collected the username of the victim system.[3]
Enterprise,T1124,System Time Discovery,ShadowPad has collected the current date and time of the victim system.[3]
Enterprise,T1087,Account Discovery: Local Account,BloodHound can identify users with local administrator rights.[2]
Enterprise,T1087,Account Discovery: Domain Account,"BloodHound can collect information about domain users, including identification of domain admin accounts.[2]"
Enterprise,T1560,Archive Collected Data,BloodHound can compress data collected by its SharpHound ingestor into a ZIP file to be written to disk.[1]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,BloodHound can use PowerShell to pull Active Directory information from the target environment.[2]
Enterprise,T1106,Native API,BloodHound can use .NET API calls in the SharpHound ingestor component to pull Active Directory data.[1]
Enterprise,T1069,Permission Groups Discovery: Local Groups,BloodHound can collect information about local groups and members.[2]
Enterprise,T1069,Permission Groups Discovery: Domain Groups,BloodHound can collect information about domain groups and members.[2]
Enterprise,T1018,Remote System Discovery,"BloodHound can enumerate and collect the properties of domain computers, including domain controllers.[2]"
Enterprise,T1033,System Owner/User Discovery,BloodHound can collect information on user sessions.[2]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,jRAT has command line access.[1]
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,jRAT has been distributed as HTA files with VBScript.[1]
Enterprise,T1059,Command and Scripting Interpreter: JavaScript,jRAT has been distributed as HTA files with JScript.[1]
Enterprise,T1555,Credentials from Password Stores: Credentials from Web Browsers,"jRAT can capture passwords from common web browsers such as Internet Explorer, Google Chrome, and Firefox.[1]"
Enterprise,T1083,File and Directory Discovery,jRAT can browse file systems.[1][4]
Enterprise,T1070,Indicator Removal on Host: File Deletion,jRAT has a function to delete files from the victim’s machine.[2]
Enterprise,T1105,Ingress Tool Transfer,jRAT can download and execute files.[2][1][4]
Enterprise,T1056,Input Capture: Keylogging,"jRAT has the capability to log keystrokes from the victim’s machine, both offline and online.[2][1]"
Enterprise,T1027,Obfuscated Files or Information,"jRAT’s Java payload is encrypted with AES.[2] Additionally, backdoor files are encrypted using DES as a stream cipher. Later variants of jRAT also incorporated AV evasion methods such as Java bytecode obfuscation via the commercial Allatori obfuscation tool.[4]"
Enterprise,T1027,Software Packing,jRAT payloads have been packed.[1]
Enterprise,T1057,Process Discovery,jRAT can query and kill system processes.[4]
Enterprise,T1090,Proxy,jRAT can serve as a SOCKS proxy server.[1]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,jRAT can support RDP control.[1]
Enterprise,T1113,Screen Capture,jRAT has the capability to take screenshots of the victim’s machine.[2][1]
Enterprise,T1518,Software Discovery: Security Software Discovery,"jRAT can list security software, such as by using WMIC to identify anti-virus products installed on the victim’s machine and to obtain firewall details.[2][1]"
Enterprise,T1082,System Information Discovery,"jRAT collects information about the OS (version, build type, install date) as well as system up-time upon receiving a connection from a backdoor.[4]"
Enterprise,T1016,System Network Configuration Discovery,jRAT can gather victim internal and external IPs.[1]
Enterprise,T1049,System Network Connections Discovery,jRAT can list network connections.[1]
Enterprise,T1047,Windows Management Instrumentation,jRAT uses WMIC to identify anti-virus products installed on the victim’s machine and to obtain firewall details.[2]
Enterprise,T1071,Application Layer Protocol: Web Protocols,Egregor has communicated with its C2 servers via HTTPS protocol.[4]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,Egregor has used an encoded PowerShell command by a service created by Cobalt Strike for lateral movement.[4]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Egregor has used batch files for execution and can launch Internet Explorer from cmd.exe.[5][6]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Egregor has been decrypted before execution.[1][6]
Enterprise,T1574,Hijack Execution Flow: DLL Side-Loading,Egregor has used DLL side-loading to execute its payload.[2]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,Egregor has disabled Windows Defender to evade protections.[4]
Enterprise,T1105,Ingress Tool Transfer,Egregor has the ability to download files from its C2 server.[6][4]
Enterprise,T1036,Masquerading: Masquerade Task or Service,Egregor has masqueraded the svchost.exe process to exfiltrate data.[4]
Enterprise,T1106,Native API,Egregor has used the Windows API to make detection more difficult.[2]
Enterprise,T1027,Obfuscated Files or Information: Software Packing,"Egregor's payloads are custom-packed, archived and encrypted to prevent analysis.[1][2]"
Enterprise,T1069,Permission Groups Discovery: Domain Groups,Egregor can conduct Active Directory reconnaissance using tools such as Sharphound or AdFind.[4]
Enterprise,T1055,Process Injection,Egregor can inject its payload into iexplore.exe process.[2]
Enterprise,T1218,System Binary Proxy Execution: Regsvr32,Egregor has used regsvr32.exe to execute malicious DLLs.[5]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,Egregor has used rundll32 during execution.[6]
Enterprise,T1082,System Information Discovery,Egregor can perform a language check of the infected system and can query the CPU information (cupid).[5][1]
Enterprise,T1049,System Network Connections Discovery,Egregor can enumerate all connected drives.[1]
Enterprise,T1033,System Owner/User Discovery,Egregor has used tools to gather information about users.[4]
Enterprise,T1124,System Time Discovery,Egregor contains functionality to query the local/system time.[5]
Enterprise,T1497,Virtualization/Sandbox Evasion,Egregor has used multiple anti-analysis and anti-sandbox techniques to prevent automated analysis by sandboxes.[2][1]
Enterprise,T1497,Time Based Evasion,Egregor can perform a long sleep (greater than or equal to 3 minutes) to evade detection.[5]
Enterprise,T1560,Archive Collected Data,Lurid can compress data before sending it.[2]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,Lurid performs XOR encryption.[2]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Wiarp creates a backdoor through which remote attackers can open a command line interface.[2]
Enterprise,T1543,Create or Modify System Process: Windows Service,Wiarp creates a backdoor through which remote attackers can create a service.[2]
Enterprise,T1105,Ingress Tool Transfer,Wiarp creates a backdoor through which remote attackers can download files.[2]
Enterprise,T1055,Process Injection,Wiarp creates a backdoor through which remote attackers can inject files into running processes.[2]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,"POSHSPY uses PowerShell to execute various commands, one to execute its payload.[1]"
Enterprise,T1573,Encrypted Channel: Asymmetric Cryptography,POSHSPY encrypts C2 traffic with AES and RSA.[1]
Enterprise,T1070,Indicator Removal on Host: Timestomp,POSHSPY modifies timestamps of all downloaded executables to match a randomly selected file created prior to 2013.[1]
Enterprise,T1105,Ingress Tool Transfer,POSHSPY downloads and executes additional PowerShell code and Windows binaries.[1]
Enterprise,T1027,Obfuscated Files or Information,POSHSPY appends a file signature header (randomly selected from six file types) to encrypted data prior to upload or download.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,4H RAT uses HTTP for command and control.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,4H RAT has the capability to create a remote shell.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,4H RAT obfuscates C2 communication using a 1-byte XOR with the key 0xBE.[1]
Enterprise,T1083,File and Directory Discovery,4H RAT has the capability to obtain file and directory listings.[1]
Enterprise,T1057,Process Discovery,4H RAT has the capability to obtain a listing of running processes (including loaded modules).[1]
Enterprise,T1082,System Information Discovery,4H RAT sends an OS version identifier in its beacons.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,NDiskMonitor uses AES to encrypt certain information sent over its C2 channel.[1]
Enterprise,T1083,File and Directory Discovery,NDiskMonitor can obtain a list of all files and directories as well as logical drives.[1]
Enterprise,T1105,Ingress Tool Transfer,NDiskMonitor can download and execute a file from given URL.[1]
Enterprise,T1082,System Information Discovery,NDiskMonitor obtains the victim computer name and encrypts the information to send over its C2 channel.[1]
Enterprise,T1033,System Owner/User Discovery,NDiskMonitor obtains the victim username and encrypts the information to send over its C2 channel.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,Diavol has used HTTP GET and POST requests for C2.[1]
Enterprise,T1083,File and Directory Discovery,Diavol has a command to traverse the files and directories in a given path.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,Diavol can attempt to stop security software.[1]
Enterprise,T1105,Ingress Tool Transfer,Diavol can receive configuration updates and additional payloads including wscpy.exe from C2.[1]
Enterprise,T1106,Native API,"Diavol has used several API calls like GetLogicalDriveStrings, SleepEx, SystemParametersInfoAPI, CryptEncrypt, and others to execute parts of its attack.[1]"
Enterprise,T1027,Obfuscated Files or Information,Diavol has Base64 encoded the RSA public key used for encrypting files.[1]
Enterprise,T1027,Steganography,Diavol has obfuscated its main code routines within bitmap images as part of its anti-analysis techniques.[1]
Enterprise,T1057,Process Discovery,"Diavol has used CreateToolhelp32Snapshot, Process32First, and Process32Next API calls to enumerate the running processes in the system.[1]"
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,Diavol can spread throughout a network via SMB prior to encryption.[1]
Enterprise,T1018,Remote System Discovery,Diavol can use the ARP table to find remote hosts to scan.[1]
Enterprise,T1082,System Information Discovery,Diavol can collect the computer name and OS version from the system.[1]
Enterprise,T1016,System Network Configuration Discovery,Diavol can enumerate victims' local and external IPs when registering with C2.[1]
Enterprise,T1033,System Owner/User Discovery,Diavol can collect the username from a compromised host.[1]
Enterprise,T1087,Account Discovery: Local Account,S-Type runs the command net user on a victim. S-Type also runs tests to determine the privilege level of the compromised user.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,S-Type uses HTTP for C2.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,S-Type may create a .lnk file to itself that is saved in the Start menu folder. It may also create the Registry key HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\ IMJPMIJ8.1{3 characters of Unique Identifier}.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Shortcut Modification,"S-Type may create the file %HOMEPATH%\Start Menu\Programs\Startup\Realtek {Unique Identifier}.lnk, which points to the malicious msdtc.exe file already created in the %CommonFiles% directory.[1]"
Enterprise,T1132,Data Encoding: Standard Encoding,S-Type uses Base64 encoding for C2 traffic.[1]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"S-Type may save itself as a file named msdtc.exe, which is also the name of the legitimate Microsoft Distributed Transaction Coordinator service binary.[1][2]"
Enterprise,T1082,System Information Discovery,The initial beacon packet for S-Type contains the operating system version and file system of the victim.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,LoudMiner used a batch script to run the Linux virtual machine as a service.[1]
Enterprise,T1059,Command and Scripting Interpreter: Unix Shell,LoudMiner used shell scripts to launch various services and to start/stop the QEMU virtualization.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,LoudMiner can automatically launch a Linux virtual machine as a service at startup if the AutoStart option is enabled in the VBoxVmService configuration file.[1]
Enterprise,T1543,Create or Modify System Process: Launch Daemon,LoudMiner adds plist files with the naming format com.[random_name].plist in the /Library/LaunchDaemons folder with the RunAtLoad and KeepAlive keys set to true.[1]
Enterprise,T1564,Hide Artifacts: Hidden Files and Directories,"LoudMiner has set the attributes of the VirtualBox directory and VBoxVmService parent directory to ""hidden"".[1]"
Enterprise,T1564,Hide Artifacts: Run Virtual Instance,"LoudMiner has used QEMU and VirtualBox to run a Tiny Core Linux virtual machine, which runs XMRig and makes connections to the C2 server for updates.[1]"
Enterprise,T1070,Indicator Removal on Host: File Deletion,LoudMiner deleted installation files after completion.[1]
Enterprise,T1105,Ingress Tool Transfer,LoudMiner used SCP to update the miner from the C2.[1]
Enterprise,T1027,Obfuscated Files or Information,LoudMiner has obfuscated various scripts and encrypted DMG files.[1]
Enterprise,T1057,Process Discovery,LoudMiner used the ps command to monitor the running processes on the system.[1]
Enterprise,T1218,System Binary Proxy Execution: Msiexec,LoudMiner used an MSI installer to install the virtualization software.[1]
Enterprise,T1082,System Information Discovery,LoudMiner has monitored CPU usage.[1]
Enterprise,T1016,System Network Configuration Discovery,LoudMiner used a script to gather the IP address of the infected machine before sending to the C2.[1]
Enterprise,T1569,System Services: Launchctl,LoudMiner launched the QEMU services in the /Library/LaunchDaemons/ folder using launchctl. It also uses launchctl to unload all Launch Daemons when updating to a newer version of LoudMiner.[1]
Enterprise,T1569,System Services: Service Execution,LoudMiner started the cryptomining virtual machine as a service on the infected machine.[1]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,RegDuke can extract and execute PowerShell scripts from C2 communications.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,RegDuke can decrypt strings with a key either stored in the Registry or hardcoded in the code.[1]
Enterprise,T1105,Ingress Tool Transfer,RegDuke can download files from C2.[1]
Enterprise,T1112,Modify Registry,RegDuke can store its encryption key in the Registry.[1]
Enterprise,T1027,Obfuscated Files or Information,RegDuke can use control-flow flattening or the commercially available .NET Reactor for obfuscation.[1]
Enterprise,T1027,Steganography,"RegDuke can hide data in images, including use of the Least Significant Bit (LSB).[1]"
Enterprise,T1102,Web Service: Bidirectional Communication,RegDuke can use Dropbox as its C2 server.[1]
Enterprise,T1087,Account Discovery: Local Account,USBferry can use net user to gather information about local accounts.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,USBferry can execute various Windows commands.[1]
Enterprise,T1005,Data from Local System,USBferry can collect information from an air-gapped host machine.[1]
Enterprise,T1083,File and Directory Discovery,USBferry can detect the victim's file or folder list.[1]
Enterprise,T1057,Process Discovery,USBferry can use tasklist to gather information about the process running on the infected system.[1]
Enterprise,T1018,Remote System Discovery,USBferry can use net view to gather information about remote systems.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,USBferry can execute rundll32.exe in memory to avoid detection.[1]
Enterprise,T1016,System Network Configuration Discovery,USBferry can detect the infected machine's network topology using ipconfig and arp.[1]
Enterprise,T1049,System Network Connections Discovery,USBferry can use netstat and nbtstat to detect active network connections.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,"LockerGoga installation has been immediately preceded by a ""task kill"" command in order to disable anti-virus.[3]"
Enterprise,T1070,Indicator Removal on Host: File Deletion,LockerGoga has been observed deleting its original launcher after execution.[2]
Enterprise,T1553,Subvert Trust Controls: Code Signing,LockerGoga has been signed with stolen certificates in order to make it look more legitimate.[3]
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,"LockerGoga installation has been immediately preceded by a ""task kill"" command in order to disable anti-virus.[3]"
Enterprise,T1070,Indicator Removal on Host: File Deletion,LockerGoga has been observed deleting its original launcher after execution.[2]
Enterprise,T1553,Subvert Trust Controls: Code Signing,LockerGoga has been signed with stolen certificates in order to make it look more legitimate.[3]
Enterprise,T1087,Account Discovery: Domain Account,IcedID can query LDAP to identify additional users on the network to infect.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,IcedID has used HTTPS in communications with C2.[2]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,IcedID has established persistence by creating a Registry run key.[1]
Enterprise,T1059,Command and Scripting Interpreter: Visual Basic,IcedID has used obfuscated VBA string expressions.[2]
Enterprise,T1573,Encrypted Channel: Asymmetric Cryptography,IcedID has used SSL and TLS in communications with C2.[1][2]
Enterprise,T1105,Ingress Tool Transfer,IcedID has the ability to download additional modules and a configuration file from C2.[1][2]
Enterprise,T1106,Native API,"IcedID has called ZwWriteVirtualMemory, ZwProtectVirtualMemory, ZwQueueApcThread, and NtResumeThread to inject itself into a remote process.[2]"
Enterprise,T1027,Obfuscated Files or Information,IcedID has utilzed encrypted binaries and base64 encoded strings.[2]
Enterprise,T1027,Software Packing,IcedID has packed and encrypted its loader module.[2]
Enterprise,T1027,Steganography,IcedID has embedded binaries within RC4 encrypted .png files.[2]
Enterprise,T1069,Permission Groups Discovery,IcedID has the ability to identify Workgroup membership.[1]
Enterprise,T1566,Phishing: Spearphishing Attachment,IcedID has been delivered via phishing e-mails with malicious attachments.[2]
Enterprise,T1055,Process Injection: Asynchronous Procedure Call,IcedID has used ZwQueueApcThread to inject itself into remote processes.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,IcedID has created a scheduled task that executes every hour to establish persistence.[2]
Enterprise,T1218,System Binary Proxy Execution: Msiexec,IcedID can inject itself into a suspended msiexec.exe process to send beacons to C2 while appearing as a normal msi application. [2]
Enterprise,T1082,System Information Discovery,IcedID has the ability to identify the computer name and OS version on a compromised host.[1]
Enterprise,T1204,User Execution: Malicious File,IcedID has been executed through Word documents with malicious embedded macros.[2]
Enterprise,T1047,Windows Management Instrumentation,IcedID has used WMI to execute binaries.[2]
Enterprise,T1071,Application Layer Protocol: Web Protocols,ZeroT has used HTTP for C2.[1][2]
Enterprise,T1543,Create or Modify System Process: Windows Service,ZeroT can add a new service to ensure PlugX persists on the system when delivered as another payload onto the system.[2]
Enterprise,T1140,Deobfuscate/Decode Files or Information,ZeroT shellcode decrypts and decompresses its RC4-encrypted payload.[2]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,ZeroT has used RC4 to encrypt C2 traffic.[1][2]
Enterprise,T1574,Hijack Execution Flow: DLL Side-Loading,ZeroT has used DLL side-loading to load malicious payloads.[1][2]
Enterprise,T1105,Ingress Tool Transfer,ZeroT can download additional payloads onto the victim.[2]
Enterprise,T1027,Obfuscated Files or Information,ZeroT has encrypted its payload with RC4.[2]
Enterprise,T1027,Binary Padding,ZeroT has obfuscated DLLs and functions using dummy API calls inserted between real instructions.[2]
Enterprise,T1027,Software Packing,Some ZeroT DLL files have been packed with UPX.[2]
Enterprise,T1082,System Information Discovery,"ZeroT gathers the victim's computer name, Windows version, and system language, and then sends it to its C2 server.[2]"
Enterprise,T1016,System Network Configuration Discovery,"ZeroT gathers the victim's IP address and domain information, and then sends it to its C2 server.[2]"
Enterprise,T1003,OS Credential Dumping: Cached Domain Credentials,Cachedump can extract cached password hashes from cache entry information.[1]
Enterprise,T1083,File and Directory Discovery,RARSTONE obtains installer properties from Uninstall Registry Key entries to obtain information about installed applications and how to uninstall certain applications.[2]
Enterprise,T1105,Ingress Tool Transfer,RARSTONE downloads its backdoor component from a C2 server and loads it directly into memory.[1]
Enterprise,T1055,Process Injection: Dynamic-link Library Injection,"After decrypting itself in memory, RARSTONE downloads a DLL file from its C2 server and loads it in the memory space of a hidden Internet Explorer process. This ""downloaded"" file is actually not dropped onto the system.[2]"
Enterprise,T1071,Application Layer Protocol: Web Protocols,Maze has communicated to hard-coded IP addresses via HTTP.[2]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,"Maze has created a file named ""startup_vrun.bat"" in the Startup folder of a virtual machine to establish persistence.[3]"
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,The Maze encryption process has used batch scripts with various commands.[1][3]
Enterprise,T1564,Hide Artifacts: Run Virtual Instance,"Maze operators have used VirtualBox and a Windows 7 virtual machine to run the ransomware; the virtual machine's configuration file mapped the shared network drives of the target company, presumably so Maze can encrypt files on the shared drives as well as the local machine.[3]"
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,"Maze has disabled dynamic analysis and other security tools including IDA debugger, x32dbg, and OllyDbg.[2] It has also disabled Windows Defender's Real-Time Monitoring feature and attempted to disable endpoint protection services.[3]"
Enterprise,T1070,Indicator Removal on Host,"Maze has used the ""Wow64RevertWow64FsRedirection"" function following attempts to delete the shadow volumes, in order to leave the system in the same state as it was prior to redirection.[2]"
Enterprise,T1036,Masquerading: Masquerade Task or Service,"Maze operators have created scheduled tasks masquerading as ""Windows Update Security"", ""Windows Update Security Patches"", and ""Google Chrome Security Update"" designed to launch the ransomware.[3]"
Enterprise,T1106,Native API,"Maze has used several Windows API functions throughout the encryption process including IsDebuggerPresent, TerminateProcess, Process32FirstW, among others.[2]"
Enterprise,T1027,Obfuscated Files or Information,Maze has decrypted strings and other important information during the encryption process. Maze also calls certain functions dynamically to hinder analysis.[2]
Enterprise,T1027,Binary Padding,"Maze has inserted large blocks of junk code, including some components to decrypt strings and other important information for later in the encryption process.[2]"
Enterprise,T1057,Process Discovery,Maze has gathered all of the running system processes.[2]
Enterprise,T1055,Process Injection: Dynamic-link Library Injection,Maze has injected the malware DLL into a target process.[2][3]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,"Maze has created scheduled tasks using name variants such as ""Windows Update Security"", ""Windows Update Security Patches"", and ""Google Chrome Security Update"", to launch Maze at a specific time.[3]"
Enterprise,T1218,System Binary Proxy Execution: Msiexec,"Maze has delivered components for its ransomware attacks using MSI files, some of which have been executed from the command-line using msiexec.[3]"
Enterprise,T1082,System Information Discovery,"Maze has checked the language of the infected system using the ""GetUSerDefaultUILanguage"" function.[2]"
Enterprise,T1049,System Network Connections Discovery,"Maze has used the ""WNetOpenEnumW"", ""WNetEnumResourceW"", ""WNetCloseEnum"" and ""WNetAddConnection2W"" functions to enumerate the network resources on the infected machine.[2]"
Enterprise,T1047,Windows Management Instrumentation,"Maze has used WMI to attempt to delete the shadow volumes on a machine, and to connect a virtual machine to the network domain of the victim organization's network.[2][3]"
Enterprise,T1071,Application Layer Protocol: Web Protocols,LOWBALL command and control occurs via HTTPS over port 443.[1]
Enterprise,T1105,Ingress Tool Transfer,"LOWBALL uses the Dropbox API to request two files, one of which is the same file as the one dropped by the malicious email attachment. This is most likely meant to be a mechanism to update the compromised host with a new version of the LOWBALL malware.[1]"
Enterprise,T1102,Web Service: Bidirectional Communication,LOWBALL uses the Dropbox cloud storage service for command and control.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Kasidet creates a Registry Run key to establish persistence.[1][2]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Kasidet can execute commands using cmd.exe.[1]
Enterprise,T1083,File and Directory Discovery,Kasidet has the ability to search for a given filename on a victim.[1]
Enterprise,T1562,Impair Defenses: Disable or Modify System Firewall,Kasidet has the ability to change firewall settings to allow a plug-in to be downloaded.[1]
Enterprise,T1105,Ingress Tool Transfer,Kasidet has the ability to download and execute additional files.[1]
Enterprise,T1056,Input Capture: Keylogging,Kasidet has the ability to initiate keylogging.[1]
Enterprise,T1057,Process Discovery,Kasidet has the ability to search for a given process name in processes currently running in the system.[1]
Enterprise,T1113,Screen Capture,Kasidet has the ability to initiate keylogging and screen captures.[1]
Enterprise,T1518,Software Discovery: Security Software Discovery,Kasidet has the ability to identify any anti-virus installed on the infected system.[1]
Enterprise,T1082,System Information Discovery,Kasidet has the ability to obtain a victim's system name and operating system version.[1]
